NOMBRE,FAMILIA,PRECIO_COMPRA,PRECIO_VENTA,IVA,MARGEN,EAN,ALTA,CANTIDAD,CANTIDAD_RESTOCK,PROVEEDOR,,,,,,,,,,,,,,
VALIENTE CAFE NATURAL 250 GR.,ALIMENTACION,2.1,2.95,10,20,8410559060301,1,0,20,06820,,,,,,,,,,,,,,0
ORBIT MENTA 2X1,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.38,0.5,10,20,42247425,1,0,20,,,,,,,,,,,,,,,0
CROISSANT NOCILLA,BOLLERIA DULCE,0.55,0.8,21,20,0017,1,0,20,,,,,,,,,,,,,,,0
PIPAS SALAES VALENCIANAS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.91,1.2,10,20,8421464013269,1,0,20,06080,,,,,,,,,,,,,,0
PEPES SENSE SAL VALENCIANAS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.91,1.2,10,20,8421464013276,1,0,20,06080,,,,,,,,,,,,,,0
PEPSI ZERO,BEBIDAS,0.69,1,21,20,4060800105943,1,0,20,,,,,,,,,,,,,,,0
SANEX GEL DERMOPROTECTOR 600 ML,DROGUERIA,1.62,2.45,21,20,8718951184459,1,0,20,,,,,,,,,,,,,,,0
PEPSI NORMAL 1.75 CL,BEBIDAS,1.24,1.8,21,20,8410494301361,1,0,20,,,,,,,,,,,,,,,0
PEPSI NORMAL 500 ML.,BEBIDAS,0.69,1,21,20,4060800102683,1,0,20,,,,,,,,,,,,,,,0
PIZZA TARRADELLAS ATUN Y BACON,NEVERA,1.88,2.26,10,20,8410762220028,1,0,20,1618009,,,,,,,,,,,,,,0
CHAPELAS CACO/LECHE,GENERICA,0.69,1,21,20,8410087527994,1,0,20,,,,,,,,,,,,,,,0
NOCILLA MINI COOKIES  BLANCO,GENERICA,0.69,1,21,20,8410014482402,1,0,20,,,,,,,,,,,,,,,0
NOCILLA MINI COOKIES,GENERICA,0.69,1,21,20,8410014482396,1,0,20,,,,,,,,,,,,,,,0
NOCILLA STICKS 30G,GENERICA,0.34,0.5,21,20,8410014459077,1,0,20,,,,,,,,,,,,,,,0
NOCILLA STICKS DOBLE 30GR.,ALIMENTACION,0.38,0.5,10,20,8410014459084,1,0,20,,,,,,,,,,,,,,,0
HS SUAVE Y SEDOSO,GENERICA,2.27,2.99,10,20,8006540106112,1,0,20,,,,,,,,,,,,,,,0
MARGARINA TULIP┴N 255 G,NEVERA,0.98,1.29,10,20,8719200205574,1,0,20,,,,,,,,,,,,,,,0
EL CASERIO 16 PORCIONES,NEVERA,1.14,1.51,10,20,8411620001155,1,0,20,,,,,,,,,,,,,,,0
VINI TINTO COSTERA LLARGA,BEBIDAS,0.93,1.35,21,20,8437000231141,1,0,20,,,,,,,,,,,,,,,0
ORBIT EUCALIPTO 2X1 EURO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,42247432,1,0,20,,,,,,,,,,,,,,,0
ORBIT FRESA 2X1 EURO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,42247401,1,0,20,,,,,,,,,,,,,,,0
ORBITI HIERBABUENA 2X1 EURO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,42247418,1,0,20,,,,,,,,,,,,,,,0
HALLS ORIGINAL 2X1.50,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.57,0.75,10,20,84198969,1,0,20,,,,,,,,,,,,,,,0
HALLS EXTRA STRONG 2X1.50,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.57,0.75,10,20,7622210795694,1,0,20,,,,,,,,,,,,,,,0
HALLS CITRUS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.57,0.75,10,20,84198952,1,0,20,,,,,,,,,,,,,,,0
HALLS HONEY/LEMON 2X.1.50,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.57,0.75,10,20,84199195,1,0,20,,,,,,,,,,,,,,,0
FARTON BLANCO,BOLLERIA DULCE,0.98,1.3,10,20,0028,1,0,20,,,,,,,,,,,,,,,0
LEJIA  CON DETERGENTE JAVI,DROGUERIA,0.62,0.95,21,20,8421960000084,1,0,20,,,,,,,,,,,,,,,0
SORTIDO MANTECADOS SIN AZUCA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8410609103439,1,0,20,,,,,,,,,,,,,,,0
BOMBOM CRISPY,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8003535051372,1,0,20,,,,,,,,,,,,,,,0
BOMBOM EL BOERO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8003535054175,1,0,20,,,,,,,,,,,,,,,0
CACAHUETE DULCE,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8437013829625,1,0,20,,,,,,,,,,,,,,,0
ALMENDRA TOSTADA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8437013829458,1,0,20,,,,,,,,,,,,,,,0
SURTIDO PASIÊN,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8000017199805,1,0,20,,,,,,,,,,,,,,,0
CASADOS BAÐADOS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8411027003981,1,0,20,,,,,,,,,,,,,,,0
POLVORËN DE ALMENDRA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8410609103361,1,0,20,,,,,,,,,,,,,,,0
PAPA NOEL DE CHOCOLATE,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,7622201798598,1,0,20,,,,,,,,,,,,,,,0
LINDOR NEGRO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,4000539103568,1,0,20,,,,,,,,,,,,,,,0
LINDOR CREMOSO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,484133,1,0,20,,,,,,,,,,,,,,,0
LINDOR ROJO,GENERICA,0.76,1,10,20,4000539363108,1,0,20,,,,,,,,,,,,,,,0
LINDOR NEGRO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.69,1,21,20,8003340096469,1,0,20,,,,,,,,,,,,,,,0
SEVEN UP 33ML,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.55,0.8,21,20,8410494300074,1,0,20,,,,,,,,,,,,,,,0
PEPSI 33ML,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.55,0.8,21,20,8410494300050,1,0,20,,,,,,,,,,,,,,,0
PEPSI MAX 33ML,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.55,0.8,21,20,8410494300043,1,0,20,,,,,,,,,,,,,,,0
MONSTER ENERGY ULTRA,BEBIDAS,0.98,1.42,21,20,5060337508445,1,0,20,,,,,,,,,,,,,,,0
MONSTER MANGO FIESTA,BEBIDAS,0.86,1.25,21,20,5060751213512,1,0,20,,,,,,,,,,,,,,,0
NESCAFE CLASSIC DESCAFEINADO,ALIMENTACION,4.1,5.94,10,20,8410100021546,1,0,20,,,,,,,,,,,,,,,0
ABRILLANTADOR LAGARTO,DROGUERIA,1.21,1.6,10,20,8410761302114,1,0,20,,,,,,,,,,,,,,,0
PONSALET,BEBIDAS,2,2.9,21,20,8437005246041,1,0,20,,,,,,,,,,,,,,,0
AQUAREL 5 L.,BEBIDAS,0.72,1.07,10,20,3700123300175,1,0,20,58050,,,,,,,,,,,,,,0
ARGAL QUESO EDAM 80 GR.,NEVERA,0.76,1,10,20,8410764091756,1,0,20,,,,,,,,,,,,,,,0
ARGAL SALCHICON REGIO,NEVERA,0.76,1,10,20,8410764012652,1,0,20,,,,,,,,,,,,,,,0
LLORENS COCTEL ACEITUNAS 1 KGR,ALIMENTACION,1.5,2.54,10,20,8427650506225,1,0,20,1086011,,,,,,,,,,,,,,0
MONELLS PECHUGA DE PAVO 100 G,NEVERA,0.7,1,10,20,8411477906047,1,0,20,,,,,,,,,,,,,,,0
COOKIES NOCILLA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.95,1.25,10,20,8410014482341,1,0,20,,,,,,,,,,,,,,,0
MINI PEPITO 3 UDS*1.35,BOLLERIA DULCE,1.05,1.35,10,20,MINI PEPITO * 3,1,0,20,,,,,,,,,,,,,,,0
MINI PEPITO 1 UD.,BOLLERIA DULCE,0.35,0.45,10,20,MINI PEPITO,1,0,20,,,,,,,,,,,,,,,0
CORBI COCTEL DE ACEITUNAS,ALIMENTACION,0.75,1.65,10,20,8413236720116,1,0,20,210727,,,,,,,,,,,,,,0
MINI TRENZA PECAN 3* 1.35,BOLLERIA DULCE,1.02,1.35,10,20,9,1,0,20,,,,,,,,,,,,,,,0
LLORENS ACEITUNA DESG▄ESADA 1 KGR,ALIMENTACION,1.59,2.8,10,20,842765052647,1,0,20,1086027,,,,,,,,,,,,,,0
PIZZA CARBONARA TARRADELLAS,NEVERA,1.88,2.48,10,20,8410762220615,1,0,20,,,,,,,,,,,,,,,0
PIZZA TARRADELLAS 4 QUESOS,NEVERA,1.88,2.48,10,20,8410762220042,1,0,20,1618011,,,,,,,,,,,,,,0
MONELLS BACON 100 G.,NEVERA,0.68,1,10,20,8411477913762,1,0,20,1060316,,,,,,,,,,,,,,0
HARIBO SANDIA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8426617014254,1,0,20,,,,,,,,,,,,,,,0
MILKA COCOLATE CON LECHE,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.04,0.06,10,20,3045140105502,1,0,20,,,,,,,,,,,,,,,0
MIX TIJUANA GREFUSA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8413164019207,1,0,20,,,,,,,,,,,,,,,0
CHEETOS STARS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8410199021731,1,0,20,,,,,,,,,,,,,,,0
BOMBONES CRISPY,BOLLERIA DULCE,0.76,1,10,20,8003535051495,1,0,20,,,,,,,,,,,,,,,0
PECHUGA DE PAVO SERRANO,NEVERA,1.51,1.99,10,20,8411030015384,1,0,20,,,,,,,,,,,,,,,0
LAYS AL PUNTO DE SAL 155GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.14,1.5,10,20,8410199022660,1,0,20,,,,,,,,,,,,,,,0
CHOPPED DE PAVO 95GR. ARGAL,NEVERA,0.76,1,10,20,8410764012331,1,0,20,,,,,,,,,,,,,,,0
MORTADELA ARGAL 100GR. ARGAL,NEVERA,0.76,1,10,20,8410764012348,1,0,20,,,,,,,,,,,,,,,0
MORTADELA ACEITUNAS 100G.,NEVERA,0.76,1,10,20,8410764012355,1,0,20,,,,,,,,,,,,,,,0
CHORIZO ARGAL,NEVERA,1.51,1.99,10,20,8410764060905,1,0,20,,,,,,,,,,,,,,,0
JAMON CURADO DE PAVO 35G.,NEVERA,0.69,1,21,20,8410764014663,1,0,20,,,,,,,,,,,,,,,0
FAJITAS MEXIFOODS 6UN.,ALIMENTACION,0.76,1,10,20,8422424100753,1,0,20,,,,,,,,,,,,,,,0
CHIPS AHOY ORIGINAL,GENERICA,0.95,1.25,10,20,8410000002904,1,0,20,,,,,,,,,,,,,,,0
CHORIZO DULCE LOS CLAVELES,NEVERA,1.02,1.66,10,20,8422003001341,1,0,20,,,,,,,,,,,,,,,0
SANEX ROLLON EXTRA CONTROL,DROGUERIA,1.03,1.5,21,20,8714789968551,1,0,20,,,,,,,,,,,,,,,0
MAYONESA CALVE SABOR CASERO,ALIMENTACION,1.12,1.49,10,20,8710908958502,1,0,20,,,,,,,,,,,,,,,0
VINO TINTO DANIEL BELDA,BEBIDAS,2.72,3.95,21,20,8437005246171,1,0,20,,,,,,,,,,,,,,,0
CROQUETAS DE JAMON ARGAL,ALIMENTACION,1.89,2.5,10,20,8410764004442,1,0,20,,,,,,,,,,,,,,,0
MINI TAQUITAS DE JAMON ARGAL,ALIMENTACION,1.29,1.7,10,20,8410764017541,1,0,20,,,,,,,,,,,,,,,0
OVETTI CHOCOLATE PASSION,ALIMENTACION,0.76,1,10,20,8000017199782,1,0,20,,,,,,,,,,,,,,,0
TARTA DE QUESO GRANJA RINYA,NEVERA,0.76,1,10,20,8437001302611,1,0,20,,,,,,,,,,,,,,,0
OREO LADY GAGA,ALIMENTACION,1.02,1.35,10,20,7622300744663,1,0,20,,,,,,,,,,,,,,,0
PAT╔ PIMENTA CASA TERRADELLAS,ALIMENTACION,0.76,1,10,20,8410762002327,1,0,20,,,,,,,,,,,,,,,0
MIX ORIGINAL MATUTANO,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8410199019165,1,0,20,,,,,,,,,,,,,,,0
MONEDAS CHOCOLATE,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8437013829908,1,0,20,,,,,,,,,,,,,,,0
MECHERO,SERVICIOS,0.69,1,21,20,4014663595557,1,0,20,,,,,,,,,,,,,,,0
OCB PAPEL DE FUMAR,SERVICIOS,0.69,1,21,20,30052765,1,0,20,,,,,,,,,,,,,,,0
HUEVOS CHOCOLATE LA PATRULLA CANINA,SERVICIOS,0.69,1,21,20,80578604,1,0,20,,,,,,,,,,,,,,,0
AZUCAR DE CANA BRANCO SIDUL,ALIMENTACION,0.63,0.83,10,20,5601370031127,1,0,20,,,,,,,,,,,,,,,0
ASEVI DESINFECTANTE PACK AHORRO,DROGUERIA,1.84,2.99,21,20,8411582880065,1,0,20,,,,,,,,,,,,,,,0
MIEL LOS ENJAMBRES 350GR.,ALIMENTACION,2.23,2.95,10,20,8423249000129,1,0,20,,,,,,,,,,,,,,,0
GALLO SPAGHETTI N3 500 GR,ALIMENTACION,0.79,1.1,10,20,8410069018960,1,0,20,290442,,,,,,,,,,,,,,0
PICO TURRON DE CHOCOLATE CRUJIENTE,ALIMENTACION,1.14,1.5,10,20,8412115000769,1,0,20,,,,,,,,,,,,,,,0
FIDEUA ALTEZA 500GR.,ALIMENTACION,0.45,0.6,10,20,8480024776099,1,0,20,,,,,,,,,,,,,,,0
TANDY ALIMENTO PARA GATOS POLLO,ALIMENTACION,1.05,1.53,21,20,8480024837837,1,0,20,,,,,,,,,,,,,,,0
LA CONFITERIA DELAVIUDA TRUFFES CACAO,ALIMENTACION,0.76,1,10,20,638564605913,1,0,20,,,,,,,,,,,,,,,0
PIZZA MARGUERITA,BOLLERIA SALADA,1.14,1.5,10,20,0081,1,0,20,,,,,,,,,,,,,,,0
DOTS PREMIUN,BOLLERIA DULCE,1.1,1.45,10,20,100,1,0,20,,,,,,,,,,,,,,,0
DOTS PINK,GENERICA,0.45,0.65,21,20,101,1,0,20,,,,,,,,,,,,,,,0
BRACITOS DE AZUCAR,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.66,1,10,20,8410087148267,1,0,20,,,,,,,,,,,,,,,0
BARRA RUSTICA DULCESOL,ALIMENTACION,1.28,1.6,4,20,8410087416885,1,0,20,,,,,,,,,,,,,,,0
PAN CEREALES Y SEMILLAS DULCESOL,ALIMENTACION,1.44,1.8,4,20,8410087413884,1,0,20,,,,,,,,,,,,,,,0
CAFES VALIENTE MEZCLA,ALIMENTACION,1.51,1.99,10,20,8410559060318,1,0,20,,,,,,,,,,,,,,,0
CHEETOS PELOTAZOS 105GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.86,1.25,21,20,8410199022455,1,0,20,,,,,,,,,,,,,,,0
AMOLIVA ACEITE DE SANSA DE OLIVA,ALIMENTACION,1.98,3.86,10,20,8412247052803,1,0,20,709102,,,,,,,,,,,,,,0
MAYOR DE CASTILLA CRIANZA,ALIMENTACION,5.23,4.99,21,20,8410261752006,1,0,20,523552,,,,,,,,,,,,,,0
LAYS CAMPESINAS 144 GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.02,1.5,10,20,8410199022684,1,0,20,,,,,,,,,,,,,,,0
VASOS DE PLASTICO 350 CC,DROGUERIA,0.37,0.99,21,20,8436030221511,1,0,20,8876,,,,,,,,,,,,,,0
LICOR DEL POLO DENTRIFICO EN GEL,GENERICA,0.82,1.19,21,20,8410020053733,1,0,20,,,,,,,,,,,,,,,0
BARRA PUEBLO,PANADERIA,0.68,0.85,4,20,0021,1,0,20,,,,,,,,,,,,,,,0
LADRON DE MANZANAS VERDE,BEBIDAS,0.59,0.85,21,20,8412599720009,1,0,20,,,,,,,,,,,,,,,0
LADRON DE MANZANAS VERDES PACK 6,BEBIDAS,3.51,5.1,21,20,8412599720016,1,0,20,,,,,,,,,,,,,,,0
LADRON DE MANZANAS FRUTOS ROJOS PACK 6,BEBIDAS,3.51,5.1,21,20,8410590720059,1,0,20,,,,,,,,,,,,,,,0
LADRON DE MANZANAS FRUTOS ROJOS,BEBIDAS,0.59,0.85,21,20,8410590720066,1,0,20,,,,,,,,,,,,,,,0
LITORAL COCIDO MADRILEÐO,ALIMENTACION,1.32,1.78,10,20,7613287816580,1,0,20,120805,,,,,,,,,,,,,,0
ACEITUNAS MERCA SUR 3UN.,ALIMENTACION,0.76,1,10,20,8427968900036,1,0,20,,,,,,,,,,,,,,,0
DOTS RALLADO HORNO JUAN,BOLLERIA DULCE,1,1.3,10,20,8410087653327,1,0,20,,,,,,,,,,,,,,,0
DOTS AZUCAR HORNO JUAN,BOLLERIA DULCE,1,1.3,10,20,8410087652078,1,0,20,,,,,,,,,,,,,,,0
DOTS CHOCOLATE HORNO JUAN,BOLLERIA DULCE,1,1.3,10,20,8410087652085,1,0,20,,,,,,,,,,,,,,,0
APERITIVOS LA BLANCA PALOMA,BOLLERIA DULCE,0.66,1,10,20,8422283075384,1,0,20,,,,,,,,,,,,,,,0
APERITIVOS LA BLANCA PALOMA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.66,1,10,20,8422283075353,1,0,20,,,,,,,,,,,,,,,0
APERITIVOS LA BLANCA PALOMA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.66,1,10,20,8422283075377,1,0,20,,,,,,,,,,,,,,,0
APERITIVOS LA BLANCA PALOMA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.66,1,10,20,8422283075346,1,0,20,,,,,,,,,,,,,,,0
APERITIVOS LA BLANCA PALOMA,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.66,1,10,20,8422283075360,1,0,20,,,,,,,,,,,,,,,0
MILKYBAR NESTLE,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.49,0.65,10,20,5000426109733,1,0,20,,,,,,,,,,,,,,,0
CRUNCH NESTLE,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.68,0.9,10,20,8410100030722,1,0,20,,,,,,,,,,,,,,,0
EXTRAFIN NESTLE,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.25,0.61,10,20,7613034578266,1,0,20,,,,,,,,,,,,,,,0
ALQUERIA DE ZAFRA ACEITE DE GIRASOL 1.L.,ALIMENTACION,1.39,1.85,10,20,8436551231037,1,0,20,10256,,,,,,,,,,,,,,0
DORITOS BBQ 95GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.02,1.35,10,20,8410199022172,1,0,20,,,,,,,,,,,,,,,0
CHEETOS PANDILLA 137GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.67,2.2,10,20,8410199022806,1,0,20,,,,,,,,,,,,,,,0
RUFFLES JAMON 144GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.14,1.5,10,20,8410199022691,1,0,20,,,,,,,,,,,,,,,0
CROISANT KINDER BUENO 3*2Ç,BOLLERIA DULCE,1.52,2,10,20,11,1,0,20,,,,,,,,,,,,,,,0
VERNEL CIELO AZUL 44 LAVADOS,DROGUERIA,1.58,2.3,21,20,8410436139328,1,0,20,,,,,,,,,,,,,,,0
EMPANADILLA SELECTA DE POLLO,BOLLERIA SALADA,0.61,0.95,10,20,12,1,0,20,,,,,,,,,,,,,,,0
PAPEL HIGIENICO CIELO,DROGUERIA,1.14,1.65,21,20,8422310000037,1,0,20,,,,,,,,,,,,,,,0
ALUBIAS BLANCAS FERRADURA,ALIMENTACION,0.89,1.49,10,20,8410909151086,1,0,20,100953,,,,,,,,,,,,,,0
EL AGUILA PACK 12 UNID,BEBIDAS,7.02,10.2,21,20,8410590111024,1,0,20,,,,,,,,,,,,,,,0
HALLS RESPIROL EUCAL./MENTOL,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.6,1,10,20,7622201437534,1,0,20,,,,,,,,,,,,,,,0
HALLS CITRUS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,84164773,1,0,20,,,,,,,,,,,,,,,0
HALLS ORIGINAL,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,84164391,1,0,20,,,,,,,,,,,,,,,0
HALLS MIEL/LIMON,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,84198945,1,0,20,,,,,,,,,,,,,,,0
CHUPA CHUPS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.17,0.3,10,20,200,1,0,20,,,,,,,,,,,,,,,0
7UP LIOMON,BEBIDAS,1.36,1.8,10,20,8717700002105,1,0,20,,,,,,,,,,,,,,,0
TRIDENT MENTA  2X1.50,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.14,1.5,10,20,7622201815011,1,0,20,,,,,,,,,,,,,,,0
TRIDENT VARIADOS 2X1.50,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.14,1.5,10,20,7622201814472,1,0,20,,,,,,,,,,,,,,,0
TRIDENT VARIADOS 2X1.50,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.14,1.5,10,20,7622201814519,1,0,20,,,,,,,,,,,,,,,0
DORITOS CHILI 194GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.67,2.2,10,20,8410199022783,1,0,20,,,,,,,,,,,,,,,0
KITKET 41.5G,ALIMENTACION,0.68,0.9,10,20,40052403,1,0,20,,,,,,,,,,,,,,,0
MONSTER BLACK,BEBIDAS,0.86,1.25,21,20,5060639124275,1,0,20,,,,,,,,,,,,,,,0
LAGUNILLA TINTO RESERVA,ALIMENTACION,3.5,5.49,21,20,8410011230136,1,0,20,101929,,,,,,,,,,,,,,0
CHEETOS PANDILLA 61GR,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.95,1.25,10,20,8410199022448,1,0,20,,,,,,,,,,,,,,,0
DYC WHISKY 1 L.,BEBIDAS,9.09,13.2,21,20,8410854023421,1,0,20,,,,,,,,,,,,,,,0
YOGUR FRESA PLATANO PASCUAL,NEVERA,0.76,1,10,20,8410128123000,1,0,20,,,,,,,,,,,,,,,0
EL AGUILA PACK 6,BEBIDAS,3.51,5.1,21,20,8410590111086,1,0,20,,,,,,,,,,,,,,,0
PATATAS BRAVAS ARGAL,NEVERA,1.52,2,10,20,8410764003841,1,0,20,,,,,,,,,,,,,,,0
CROQUETA JAMON 8* 1.20,GENERICA,0.83,1.2,21,20,1010,1,0,20,,,,,,,,,,,,,,,0
EMPANADILLA ARGENTINA,GENERICA,0.68,0.9,10,20,010011,1,0,20,,,,,,,,,,,,,,,0
MATUPIPAS CON SAL MATUTANO 100GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8410199019189,1,0,20,,,,,,,,,,,,,,,0
CHORIZO PAMPLONA ARGAL 70GR.,NEVERA,0.76,1,10,20,8410764012645,1,0,20,,,,,,,,,,,,,,,0
GREFUSITTOS DE MAIZ,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.76,1,10,20,8413164020371,1,0,20,,,,,,,,,,,,,,,0
7UP PEPSI 500ML.,BEBIDAS,0.69,1,21,20,87170719,1,0,20,,,,,,,,,,,,,,,0
TIA MARIA 1L,BEBIDAS,10.67,15.5,21,20,5012523231958,1,0,20,,,,,,,,,,,,,,,0
NATA PARA COCINAR PRESIDENT,ALIMENTACION,0.97,1.28,10,20,8410285124377,1,0,20,,,,,,,,,,,,,,,0
ROSCON DE REYES,ALIMENTACION,7.42,9.8,10,20,8435048220226,1,0,20,,,,,,,,,,,,,,,0
CROISSANT SUPREME DE CHOCOLATE 2* 1.20,GENERICA,0.83,1.2,21,20,00118,1,0,20,,,,,,,,,,,,,,,0
MAXI REJILLA MEDITERANEA,GENERICA,0.49,0.65,10,20,030,1,0,20,,,,,,,,,,,,,,,0
MAXI REJITA BRIE C/ SETAS,GENERICA,0.52,0.68,10,20,0201,1,0,20,,,,,,,,,,,,,,,0
 CROISSANT MAXI C/ RELLENO 2 * 1.10,GENERICA,0.83,1.1,10,20,1012,1,0,20,AVELLANA,,,,,,,,,,,,,,0
GLADE GEL LAVANDER,DROGUERIA,2.36,3.49,21,20,5000204739480,1,0,20,,,,,,,,,,,,,,,0
BAYETA MULTIHOGAR PLA,DROGUERIA,1.27,1.65,21,20,8411373001648,1,0,20,,,,,,,,,,,,,,,0
BREF POWER ACTIVE LIMON 2 UNI.,DROGUERIA,1.39,2.75,21,20,8410436224840,1,0,20,,,,,,,,,,,,,,,0
SAL ESPACIAL LAVAVAJILLAS DIRNA 2KG.,DROGUERIA,0.54,0.85,21,20,8428033000026,1,0,20,,,,,,,,,,,,,,,0
DETERGENTE COLON 12 CAPS.,DROGUERIA,1.59,3.5,21,20,8410104893293,1,0,20,,,,,,,,,,,,,,,0
DON LIMPIO PODER ANTIGRASA LIMON 1.300ML,DROGUERIA,1.52,2.2,21,20,5410076681525,1,0,20,.,,,,,,,,,,,,,,0
PALO METAL 140CM.,DROGUERIA,0.9,1.5,21,20,8410474414418,1,0,20,,,,,,,,,,,,,,,0
CHEETOS STICKS,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.95,1.25,10,20,8410199022479,1,0,20,,,,,,,,,,,,,,,0
LAYS GOURMET ORIGINAL135 GR.,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.99,1.5,10,20,8410199022714,1,0,20,,,,,,,,,,,,,,,0
ORANGE ATTRACTION,BEBIDAS,0.9,1.3,21,20,8410408019443,1,0,20,,,,,,,,,,,,,,,0
TARTA TRES COCHOLATES,GENERICA,0.99,1.5,10,20,TARTA 3 CHOC,1,0,20,,,,,,,,,,,,,,,0
pontutoke espaguete carbonara,GENERICA,1.52,2,10,20,8410764004244,1,0,20,,,,,,,,,,,,,,,0
LAYS 3D BUGLES,SNACKS ( PEPSICO. GREFUSA DULCESOL ),0.95,1.25,10,20,8410199022424,1,0,20,,,,,,,,,,,,,,,0
RUFFLES ORIGINAL 155G,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.02,1.5,10,20,8410199022677,1,0,20,,,,,,,,,,,,,,,0
PAPEL COCINA COLHOGAR 2 ROLLOS,DROGUERIA,1.15,2,21,20,7322541026848,1,0,20,,,,,,,,,,,,,,,0
TARTA DE ALMENDRAS,BOLLERIA DULCE,0.76,1,10,20,0031,1,0,20,,,,,,,,,,,,,,,0
TARTA PRALIN╔,BOLLERIA DULCE,1.21,1.6,10,20,032,1,0,20,,,,,,,,,,,,,,,0
MARBU GALLETA DORADA 900 GR.,ALIMENTACION,1.45,2,10,20,8436048962253,1,0,20,400145,,,,,,,,,,,,,,0
RUFFLES JAMON 227G,SNACKS ( PEPSICO. GREFUSA DULCESOL ),1.67,2.2,10,20,8410199022752,1,0,20,,,,,,,,,,,,,,,0
NAHON ACEITE GIRASOL,ALIMENTACION,2.65,3.5,10,20,8423243108227,1,0,20,,,,,,,,,,,,,,,0
LECHE ENTERA PASCUAL,ALIMENTACION,0.72,5.45,10,20,8410128010102,1,0,20,,,,,,,,,,,,,,,0
GALLO PLUMAS N6 250 GR,ALIMENTACION,0.43,0.5,10,20,8410069001269,1,0,20,,,,,,,,,,,,,,,0
