NOMBRE,FAMILIA,PRECIO_COMPRA,PRECIO_COMPRA_IVA,PRECIO_VENTA,IVA,MARGEN_AJUSTADO,MARGEN,EAN,ALTA,CANTIDAD,CANTIDAD_RESTOCK,PROVEEDOR,,P_COMPRA,PRECIO_COMPRA_CALC,Redo
BOMBOM EL BOERO,SNACKS,0.82,0.902,1,10,20,10.86474501,8003535054175,,0,20,,,0,0.7575757576,0.76
CACAHUETE DULCE,SNACKS,0.82,0.902,1,10,20,10.86474501,8437013829625,,0,20,,,0,0.7575757576,0.76
ALMENDRA TOSTADA,SNACKS,0.82,0.902,1,10,20,10.86474501,8437013829458,,0,20,,,0,0.7575757576,0.76
SURTIDO PASIÊN,SNACKS,0.82,0.902,1,10,20,10.86474501,8000017199805,,0,20,,,0,0.7575757576,0.76
CASADOS BAÐADOS,SNACKS,0.82,0.902,1,10,20,10.86474501,8411027003981,,0,20,,,0,0.7575757576,0.76
POLVORËN DE ALMENDRA,SNACKS,0.82,0.902,1,10,20,10.86474501,8410609103361,,0,20,,,0,0.7575757576,0.76
PAPA NOEL DE CHOCOLATE,SNACKS,0.82,0.902,1,10,20,10.86474501,7622201798598,,0,20,,,0,0.7575757576,0.76
LINDOR NEGRO,SNACKS,0.82,0.902,1,10,20,10.86474501,4000539103568,,0,20,,,0,0.7575757576,0.76
LINDOR CREMOSO,SNACKS,0.82,0.902,1,10,20,10.86474501,484133,,0,20,,,0,0.7575757576,0.76
LINDOR ROJO,OTROS,0.82,0.902,1,10,20,10.86474501,4000539363108,,0,20,,,0,0.7575757576,0.76
LINDOR NEGRO,SNACKS,0.83,1.0043,1,21,20,-0.4281589167,8003340096469,,0,20,,,0,0.6887052342,0.69
SEVEN UP 33ML,SNACKS,0.66,0.7986,0.8,21,20,0.1753067869,8410494300074,,0,20,,,0,0.5509641873,0.55
PEPSI 33ML,SNACKS,0.66,0.7986,0.8,21,20,0.1753067869,8410494300050,,0,20,,,0,0.5509641873,0.55
PEPSI MAX 33ML,SNACKS,0.66,0.7986,0.8,21,20,0.1753067869,8410494300043,,0,20,,,0,0.5509641873,0.55
MONSTER ENERGY ULTRA,BEBIDAS,1.17,1.4157,1.42,21,20,0.3037366674,5060337508445,,0,20,PRINCESALISIMO S.L.,,0,0.9779614325,0.98
MONSTER MANGO FIESTA,BEBIDAS,1.03,1.2463,1.25,21,20,0.2968787611,5060751213512,,0,20,PRINCESALISIMO S.L.,,0,0.8608815427,0.86
NESCAFE CLASSIC DESCAFEINADO,ALIMENTACION,4.1,4.51,5.94,10,20,31.70731707,8410100021546,,0,20,PRINCESALISIMO S.L.,,4.1,4.1,4.1
ABRILLANTADOR LAGARTO,DROGUERIA,1.31,1.441,1.6,10,20,11.03400416,8410761302114,,0,20,CASALMA S.L.,,0,1.212121212,1.21
PONSALET,BEBIDAS,2.39,2.8919,2.9,21,20,0.2800926726,8437005246041,,0,20,JM DISTRIBUCIONES S.A.,,0,1.997245179,2
AQUAREL 5 L.,BEBIDAS,0.72,0.792,1.07,10,20,35.1010101,3700123300175,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,0.72,0.72,0.72
ARGAL QUESO EDAM 80 GR.,NEVERA,0.82,0.902,1,10,20,10.86474501,8410764091756,,0,20,JOYVI S.L.,,0,0.7575757576,0.76
ARGAL SALCHICON REGIO,NEVERA,0.82,0.902,1,10,20,10.86474501,8410764012652,,0,20,,,0,0.7575757576,0.76
LLORENS COCTEL ACEITUNAS 1 KGR,ALIMENTACION,1.5,1.65,2.54,10,20,53.93939394,8427650506225,,0,20,JM DISTRIBUCIONES S.A.,,1.5,1.5,1.5
MONELLS PECHUGA DE PAVO 100 G,NEVERA,0.7,0.77,1,10,20,29.87012987,8411477906047,,0,20,JM DISTRIBUCIONES S.A.,,0.7,0.7,0.7
COOKIES NOCILLA,SNACKS,1.02,1.122,1.25,10,20,11.40819964,8410014482341,,0,20,JOYVI S.L.,,0,0.946969697,0.95
MINI PEPITO 3 UDS*1.35,BOLLERIA DULCE,1.05,1.155,1.35,10,20,16.88311688,MINI PEPITO * 3,,0,20,MOMBAAKE GTRUPO EMPRESARIAL S.A.U,,1.05,1.05,1.05
MINI PEPITO 1 UD.,BOLLERIA DULCE,0.35,0.385,0.45,10,20,16.88311688,MINI PEPITO,,0,20,MOMBAAKE GTRUPO EMPRESARIAL S.A.U,,0.35,0.35,0.35
CORBI COCTEL DE ACEITUNAS,ALIMENTACION,0.75,0.825,1.65,10,20,100,8413236720116,,0,20,PRINCESALISIMO S.L.,,0.75,0.75,0.75
MINI TRENZA PECAN 3* 1.35,BOLLERIA DULCE,1.1,1.21,1.35,10,20,11.57024793,9,,0,20,,,0,1.022727273,1.02
LLORENS ACEITUNA DESG▄ESADA 1 KGR,ALIMENTACION,1.59,1.749,2.8,10,20,60.09148085,842765052647,,0,20,JM DISTRIBUCIONES S.A.,,1.59,1.59,1.59
PIZZA CARBONARA TARRADELLAS,NEVERA,1.88,2.068,2.48,10,20,19.92263056,8410762220615,,0,20,JM DISTRIBUCIONES S.A.,,1.88,1.88,1.88
PIZZA TARRADELLAS 4 QUESOS,NEVERA,1.88,2.068,2.48,10,20,19.92263056,8410762220042,,0,20,JM DISTRIBUCIONES S.A.,,1.88,1.88,1.88
MONELLS BACON 100 G.,NEVERA,0.68,0.748,1,10,20,33.68983957,8411477913762,,0,20,JM DISTRIBUCIONES S.A.,,0.68,0.68,0.68
HARIBO SANDIA,SNACKS,0.82,0.902,1,10,20,10.86474501,8426617014254,,0,20,JOYVI S.L.,,0,0.7575757576,0.76
MILKA COCOLATE CON LECHE,SNACKS,1.04,1.144,0.06,10,20,-94.75524476,3045140105502,,0,20,QUALIANZA S. IN. DIST S.L.U,,1.04,1.04,1.04
MIX TIJUANA GREFUSA,SNACKS,0.82,0.902,1,10,20,10.86474501,8413164019207,,0,20,GREFUSA S.L.,,0,0.7575757576,0.76
CHEETOS STARS,SNACKS,0.82,0.902,1,10,20,10.86474501,8410199021731,,0,20,PEPSICO FOODS AIE,,0,0.7575757576,0.76
BOMBONES CRISPY,BOLLERIA DULCE,0.82,0.902,1,10,20,10.86474501,8003535051495,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0,0.7575757576,0.76
PECHUGA DE PAVO SERRANO,NEVERA,1.63,1.793,1.99,10,20,10.98717234,8411030015384,,0,20,ALMACENES ESCRIBANO S.A.,,0,1.507575758,1.51
LAYS AL PUNTO DE SAL 155GR.,SNACKS,1.23,1.353,1.5,10,20,10.86474501,8410199022660,,0,20,PEPSICO FOODS AIE,,0,1.136363636,1.14
CHOPPED DE PAVO 95GR. ARGAL,NEVERA,0.82,0.902,1,10,20,10.86474501,8410764012331,,0,20,,,0,0.7575757576,0.76
MORTADELA ARGAL 100GR. ARGAL,NEVERA,0.82,0.902,1,10,20,10.86474501,8410764012348,,0,20,,,0,0.7575757576,0.76
MORTADELA ACEITUNAS 100G.,NEVERA,0.82,0.902,1,10,20,10.86474501,8410764012355,,0,20,,,0,0.7575757576,0.76
CHORIZO ARGAL,NEVERA,1.63,1.793,1.99,10,20,10.98717234,8410764060905,,0,20,,,0,1.507575758,1.51
JAMON CURADO DE PAVO 35G.,NEVERA,0.83,1.0043,1,21,20,-0.4281589167,8410764014663,,0,20,,,0,0.6887052342,0.69
FAJITAS MEXIFOODS 6UN.,ALIMENTACION,0.82,0.902,1,10,20,10.86474501,8422424100753,,0,20,,,0,0.7575757576,0.76
CHIPS AHOY ORIGINAL,OTROS,1.02,1.122,1.25,10,20,11.40819964,8410000002904,,0,20,GREFUSA S.L.,,0,0.946969697,0.95
CHORIZO DULCE LOS CLAVELES,NEVERA,1.02,1.122,1.66,10,20,47.95008913,8422003001341,,0,20,COMERCIAL PLASENCIA S.L.,,1.02,1.02,1.02
SANEX ROLLON EXTRA CONTROL,DROGUERIA,1.24,1.5004,1.5,21,20,-0.02665955745,8714789968551,,0,20,ALMACENES ESCRIBANO S.A.,,0,1.033057851,1.03
MAYONESA CALVE SABOR CASERO,ALIMENTACION,1.12,1.232,1.49,10,20,20.94155844,8710908958502,,0,20,PRINCESALISIMO S.L.,,1.12,1.12,1.12
VINO TINTO DANIEL BELDA,BEBIDAS,3.26,3.9446,3.95,21,20,0.1368960097,8437005246171,,0,20,,,0,2.720385675,2.72
CROQUETAS DE JAMON ARGAL,ALIMENTACION,2.04,2.244,2.5,10,20,11.40819964,8410764004442,,0,20,,,0,1.893939394,1.89
MINI TAQUITAS DE JAMON ARGAL,ALIMENTACION,1.39,1.529,1.7,10,20,11.18378025,8410764017541,,0,20,,,0,1.287878788,1.29
OVETTI CHOCOLATE PASSION,ALIMENTACION,0.82,0.902,1,10,20,10.86474501,8000017199782,,0,20,,,0,0.7575757576,0.76
TARTA DE QUESO GRANJA RINYA,NEVERA,0.82,0.902,1,10,20,10.86474501,8437001302611,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,0,0.7575757576,0.76
OREO LADY GAGA,ALIMENTACION,1.1,1.21,1.35,10,20,11.57024793,7622300744663,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,0,1.022727273,1.02
PAT╔ PIMENTA CASA TERRADELLAS,ALIMENTACION,0.82,0.902,1,10,20,10.86474501,8410762002327,,0,20,,,0,0.7575757576,0.76
MIX ORIGINAL MATUTANO,SNACKS,0.82,0.902,1,10,20,10.86474501,8410199019165,,0,20,,,0,0.7575757576,0.76
MONEDAS CHOCOLATE,SNACKS,0.82,0.902,1,10,20,10.86474501,8437013829908,,0,20,,,0,0.7575757576,0.76
MECHERO,SERVICIOS,0.83,1.0043,1,21,20,-0.4281589167,4014663595557,,0,20,JOYVI S.L.,,0,0.6887052342,0.69
OCB PAPEL DE FUMAR,SERVICIOS,0.83,1.0043,1,21,20,-0.4281589167,30052765,,0,20,JOYVI S.L.,,0,0.6887052342,0.69
HUEVOS CHOCOLATE LA PATRULLA CANINA,SERVICIOS,0.83,1.0043,1,21,20,-0.4281589167,80578604,,0,20,JOYVI S.L.,,0,0.6887052342,0.69
AZUCAR DE CANA BRANCO SIDUL,ALIMENTACION,0.68,0.748,0.83,10,20,10.96256684,5601370031127,,0,20,PRINCESALISIMO S.L.,,0,0.6287878788,0.63
ASEVI DESINFECTANTE PACK AHORRO,DROGUERIA,1.84,2.2264,2.99,21,20,34.29752066,8411582880065,,0,20,ALMACENES ESCRIBANO S.A.,,1.84,1.84,1.84
MIEL LOS ENJAMBRES 350GR.,ALIMENTACION,2.41,2.651,2.95,10,20,11.27876273,8423249000129,,0,20,,,0,2.234848485,2.23
GALLO SPAGHETTI N3 500 GR,ALIMENTACION,0.79,0.869,1.1,10,20,26.58227848,8410069018960,,0,20,PRINCESALISIMO S.L.,,0.79,0.79,0.79
PICO TURRON DE CHOCOLATE CRUJIENTE,ALIMENTACION,1.23,1.353,1.5,10,20,10.86474501,8412115000769,,0,20,PRINCESALISIMO S.L.,,0,1.136363636,1.14
FIDEUA ALTEZA 500GR.,ALIMENTACION,0.49,0.539,0.6,10,20,11.31725417,8480024776099,,0,20,PRINCESALISIMO S.L.,,0,0.4545454545,0.45
TANDY ALIMENTO PARA GATOS POLLO,ALIMENTACION,1.26,1.5246,1.53,21,20,0.3541912633,8480024837837,,0,20,PRINCESALISIMO S.L.,,0,1.053719008,1.05
LA CONFITERIA DELAVIUDA TRUFFES CACAO,ALIMENTACION,0.82,0.902,1,10,20,10.86474501,638564605913,,0,20,PRINCESALISIMO S.L.,,0,0.7575757576,0.76
PIZZA MARGUERITA,BOLLERIA SALADA,1.23,1.353,1.5,10,20,10.86474501,0081,,0,20,,,0,1.136363636,1.14
DOTS PREMIUN,BOLLERIA DULCE,0.61,0.671,0.75,10,20,11.77347243,100,,0,20,EUROPASTRY SL,,0,0.5681818182,0.57
DOTS PINK,OTROS,0.54,0.6534,0.65,21,20,-0.5203550658,101,,0,20,,,0,0.4476584022,0.45
BRACITOS DE AZUCAR,SNACKS,0.66,0.726,1,10,20,37.74104683,8410087148267,,0,20,,,0.66,0.66,0.66
BARRA RUSTICA DULCESOL,ALIMENTACION,1.29,1.3416,1.6,4,20,19.26058438,8410087416885,,0,20,,,0,1.282051282,1.28
PAN CEREALES Y SEMILLAS DULCESOL,ALIMENTACION,1.46,1.5184,1.8,4,20,18.54583772,8410087413884,,0,20,,,0,1.442307692,1.44
CAFES VALIENTE MEZCLA,ALIMENTACION,1.63,1.793,1.99,10,20,10.98717234,8410559060318,,0,20,JOYVI S.L.,,0,1.507575758,1.51
CHEETOS PELOTAZOS 105GR.,SNACKS,1.03,1.2463,1.25,21,20,0.2968787611,8410199022455,,0,20,PEPSICO FOODS AIE,,0,0.8608815427,0.86
AMOLIVA ACEITE DE SANSA DE OLIVA,ALIMENTACION,1.98,2.178,3.86,10,20,77.22681359,8412247052803,,0,20,PRINCESALISIMO S.L.,,1.98,1.98,1.98
MAYOR DE CASTILLA CRIANZA,ALIMENTACION,5.23,6.3283,4.99,21,20,-21.14785961,8410261752006,,0,20,PRINCESALISIMO S.L.,,5.23,5.23,5.23
LAYS CAMPESINAS 144 GR.,SNACKS,1.02,1.122,1.5,10,20,33.68983957,8410199022684,,0,20,PEPSICO FOODS AIE,,1.02,1.02,1.02
VASOS DE PLASTICO 350 CC,DROGUERIA,0.37,0.4477,0.99,21,20,121.1302211,8436030221511,,0,20,CASALMA S.L.,,0.37,0.37,0.37
LICOR DEL POLO DENTRIFICO EN GEL,OTROS,0.98,1.1858,1.19,21,20,0.3541912633,8410020053733,,0,20,,,0,0.8195592287,0.82
BARRA PUEBLO,PANADERIA,0.69,0.7176,0.85,4,20,18.45039019,0021,,0,20,EUROPASTRY SL,,0,0.6810897436,0.68
LADRON DE MANZANAS VERDE,BEBIDAS,0.7,0.847,0.85,21,20,0.3541912633,8412599720009,,0,20,PRINCESALISIMO S.L.,,0,0.585399449,0.59
LADRON DE MANZANAS VERDES PACK 6,BEBIDAS,4.21,5.0941,5.1,21,20,0.1158202627,8412599720016,,0,20,PRINCESALISIMO S.L.,,0,3.512396694,3.51
LADRON DE MANZANAS FRUTOS ROJOS PACK 6,BEBIDAS,4.21,5.0941,5.1,21,20,0.1158202627,8410590720059,,0,20,PRINCESALISIMO S.L.,,0,3.512396694,3.51
LADRON DE MANZANAS FRUTOS ROJOS,BEBIDAS,0.7,0.847,0.85,21,20,0.3541912633,8410590720066,,0,20,PRINCESALISIMO S.L.,,0,0.585399449,0.59
LITORAL COCIDO MADRILEÐO,ALIMENTACION,1.32,1.452,1.78,10,20,22.58953168,7613287816580,,0,20,PRINCESALISIMO S.L.,,1.32,1.32,1.32
ACEITUNAS MERCA SUR 3UN.,ALIMENTACION,0.82,0.902,1,10,20,10.86474501,8427968900036,,0,20,,,0,0.7575757576,0.76
DONUS RALLADO HORNO JUAN,BOLLERIA DULCE,1,1.1,1.3,10,20,18.18181818,8410087653327,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,1,1,1
DONUS AZUCAR HORNO JUAN,BOLLERIA DULCE,1,1.1,1.3,10,20,18.18181818,8410087652078,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,1,1,1
DONUS CHOCOLATE HORNO JUAN,BOLLERIA DULCE,1,1.1,1.3,10,20,18.18181818,8410087652085,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,1,1,1
APERITIVOS LA BLANCA PALOMA,BOLLERIA DULCE,0.66,0.726,1,10,20,37.74104683,8422283075384,,0,20,GREFUSA S.L.,,0.66,0.66,0.66
APERITIVOS LA BLANCA PALOMA,SNACKS,0.66,0.726,1,10,20,37.74104683,8422283075353,,0,20,GREFUSA S.L.,,0.66,0.66,0.66
APERITIVOS LA BLANCA PALOMA,SNACKS,0.66,0.726,1,10,20,37.74104683,8422283075377,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0.66,0.66,0.66
APERITIVOS LA BLANCA PALOMA,SNACKS,0.66,0.726,1,10,20,37.74104683,8422283075346,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0.66,0.66,0.66
APERITIVOS LA BLANCA PALOMA,SNACKS,0.66,0.726,1,10,20,37.74104683,8422283075360,,0,20,DISTRIBUIDORA LEVANTINA DE PASTELERIA S.L.,,0.66,0.66,0.66
MILKYBAR NESTLE,SNACKS,0.53,0.583,0.65,10,20,11.4922813,5000426109733,,0,20,JOYVI S.L.,,0,0.4924242424,0.49
CRUNCH NESTLE,SNACKS,0.74,0.814,0.9,10,20,10.56511057,8410100030722,,0,20,JOYVI S.L.,,0,0.6818181818,0.68
EXTRAFIN NESTLE,SNACKS,0.25,0.275,0.61,10,20,121.8181818,7613034578266,,0,20,JOYVI S.L.,,0.25,0.25,0.25
ALQUERIA DE ZAFRA ACEITE DE GIRASOL 1.L.,ALIMENTACION,1.39,1.529,1.85,10,20,20.9941138,8436551231037,,0,20,PRINCESALISIMO S.L.,,1.39,1.39,1.39
DORITOS BBQ 95GR.,SNACKS,1.1,1.21,1.35,10,20,11.57024793,8410199022172,,0,20,PEPSICO FOODS AIE,,0,1.022727273,1.02
CHEETOS PANDILLA 137GR.,SNACKS,1.8,1.98,2.2,10,20,11.11111111,8410199022806,,0,20,PEPSICO FOODS AIE,,0,1.666666667,1.67
RUFFLES JAMON 144GR.,SNACKS,1.23,1.353,1.5,10,20,10.86474501,8410199022691,,0,20,PEPSICO FOODS AIE,,0,1.136363636,1.14
CROISANT KINDER BUENO 3*2Ç,BOLLERIA DULCE,1.63,1.793,2,10,20,11.54489682,11,,0,20,MOMBAAKE GTRUPO EMPRESARIAL S.A.U,,0,1.515151515,1.52
VERNEL CIELO AZUL 44 LAVADOS,DROGUERIA,1.9,2.299,2.3,21,20,0.04349717268,8410436139328,,0,20,CASALMA S.L.,,0,1.584022039,1.58
EMPANADILLA SELECTA DE POLLO,BOLLERIA SALADA,0.61,0.671,0.95,10,20,41.57973174,12,,0,20,EUROPASTRY SL,,0.61,0.61,0.61
PAPEL HIGIENICO CIELO,DROGUERIA,1.36,1.6456,1.65,21,20,0.2673796791,8422310000037,,0,20,PRINCESALISIMO S.L.,,0,1.136363636,1.14
ALUBIAS BLANCAS FERRADURA,ALIMENTACION,0.89,0.979,1.49,10,20,52.19611849,8410909151086,,0,20,PRINCESALISIMO S.L.,,0.89,0.89,0.89
EL AGUILA PACK 12 UNID,BEBIDAS,8.42,10.1882,10.2,21,20,0.1158202627,8410590111024,,0,20,PRINCESALISIMO S.L.,,0,7.024793388,7.02
HALLS RESPIROL EUCAL./MENTOL,SNACKS,0.6,0.66,1,10,20,51.51515152,7622201437534,,0,20,JOYVI S.L.,,0.6,0.6,0.6
HALLS CITRUS,SNACKS,0.82,0.902,1,10,20,10.86474501,84164773,,0,20,JOYVI S.L.,,0,0.7575757576,0.76
HALLS ORIGINAL,SNACKS,0.82,0.902,1,10,20,10.86474501,84164391,,0,20,JOYVI S.L.,,0,0.7575757576,0.76
HALLS MIEL/LIMON,SNACKS,0.82,0.902,1,10,20,10.86474501,84198945,,0,20,JOYVI S.L.,,0,0.7575757576,0.76
CHUPA CHUPS,SNACKS,0.17,0.187,0.3,10,20,60.42780749,200,,0,20,JOYVI S.L.,,0.17,0.17,0.17
7UP LIOMON,BEBIDAS,1.47,1.617,1.8,10,20,11.31725417,8717700002105,,0,20,,,0,1.363636364,1.36
TRIDENT MENTA  2X1.50,SNACKS,1.23,1.353,1.5,10,20,10.86474501,7622201815011,,0,20,JOYVI S.L.,,0,1.136363636,1.14
TRIDENT VARIADOS 2X1.50,SNACKS,1.23,1.353,1.5,10,20,10.86474501,7622201814472,,0,20,,,0,1.136363636,1.14
TRIDENT VARIADOS 2X1.50,SNACKS,1.23,1.353,1.5,10,20,10.86474501,7622201814519,,0,20,JOYVI S.L.,,0,1.136363636,1.14
DORITOS CHILI 194GR.,SNACKS,1.8,1.98,2.2,10,20,11.11111111,8410199022783,,0,20,GREFUSA S.L.,,0,1.666666667,1.67
KITKET 41.5G,ALIMENTACION,0.74,0.814,0.9,10,20,10.56511057,40052403,,0,20,JOYVI S.L.,,0,0.6818181818,0.68
MONSTER BLACK,BEBIDAS,1.03,1.2463,1.25,21,20,0.2968787611,5060639124275,,0,20,PRINCESALISIMO S.L.,,0,0.8608815427,0.86
LAGUNILLA TINTO RESERVA,ALIMENTACION,3.5,4.235,5.49,21,20,29.63400236,8410011230136,,0,20,PRINCESALISIMO S.L.,,3.5,3.5,3.5
CHEETOS PANDILLA 61GR,SNACKS,1.02,1.122,1.25,10,20,11.40819964,8410199022448,,0,20,PEPSICO FOODS AIE,,0,0.946969697,0.95
DYC WHISKY 1 L.,BEBIDAS,10.89,13.1769,13.2,21,20,0.1753067869,8410854023421,,0,20,DISTRIB. Y BEB. GOMEZ NAVARRO S.L.,,0,9.090909091,9.09
YOGUR FRESA PLATANO PASCUAL,NEVERA,0.82,0.902,1,10,20,10.86474501,8410128123000,,0,20,QUALIANZA S. IN. DIST S.L.U,,0,0.7575757576,0.76
EL AGUILA PACK 6,BEBIDAS,4.21,5.0941,5.1,21,20,0.1158202627,8410590111086,,0,20,PRINCESALISIMO S.L.,,0,3.512396694,3.51
PATATAS BRAVAS ARGAL,NEVERA,1.63,1.793,2,10,20,11.54489682,8410764003841,,0,20,ARGAL SL,,0,1.515151515,1.52
CROQUETA JAMON 8* 1.20,OTROS,0.99,1.1979,1.2,21,20,0.1753067869,1010,,0,20,,,0,0.826446281,0.83
EMPANADILLA ARGENTINA,OTROS,0.74,0.814,0.9,10,20,10.56511057,010011,,0,20,,,0,0.6818181818,0.68
MATUPIPAS CON SAL MATUTANO 100GR.,SNACKS,0.82,0.902,1,10,20,10.86474501,8410199019189,,0,20,PEPSICO FOODS AIE,,0,0.7575757576,0.76
CHORIZO PAMPLONA ARGAL 70GR.,NEVERA,0.82,0.902,1,10,20,10.86474501,8410764012645,,0,20,ARGAL SL,,0,0.7575757576,0.76
GREFUSITTOS DE MAIZ,SNACKS,0.82,0.902,1,10,20,10.86474501,8413164020371,,0,20,,,0,0.7575757576,0.76
7UP PEPSI 500ML.,BEBIDAS,0.83,1.0043,1,21,20,-0.4281589167,87170719,,0,20,,,0,0.6887052342,0.69
TIA MARIA 1L,BEBIDAS,12.79,15.4759,15.5,21,20,0.1557259998,5012523231958,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,0,10.67493113,10.67
NATA PARA COCINAR PRESIDENT,ALIMENTACION,1.05,1.155,1.28,10,20,10.82251082,8410285124377,,0,20,JM DISTRIBUCIONES S.A.,,0,0.9696969697,0.97
ROSCON DE REYES,ALIMENTACION,8.01,8.811,9.8,10,20,11.22460561,8435048220226,,0,20,MOMBAAKE GTRUPO EMPRESARIAL S.A.U,,0,7.424242424,7.42
CROISSANT SUPREME DE CHOCOLATE 2* 1.20,OTROS,0.99,1.1979,1.2,21,20,0.1753067869,00118,,0,20,,,0,0.826446281,0.83
MAXI REJILLA MEDITERANEA,OTROS,0.53,0.583,0.65,10,20,11.4922813,030,,0,20,,,0,0.4924242424,0.49
MAXI REJITA BRIE C/ SETAS,OTROS,0.56,0.616,0.68,10,20,10.38961039,0201,,0,20,,,0,0.5151515152,0.52
 CROISSANT MAXI C/ RELLENO 2 * 1.10,OTROS,0.9,0.99,1.1,10,20,11.11111111,1012,,0,20,,,0,0.8333333333,0.83
GLADE GEL LAVANDER,DROGUERIA,2.36,2.8556,3.49,21,20,22.21599664,5000204739480,,0,20,CASALMA S.L.,,2.36,2.36,2.36
BAYETA MULTIHOGAR PLA,DROGUERIA,1.27,1.5367,1.65,21,20,7.372942019,8411373001648,,0,20,CASALMA S.L.,,1.27,1.27,1.27
BREF POWER ACTIVE LIMON 2 UNI.,DROGUERIA,1.39,1.6819,2.75,21,20,63.50555919,8410436224840,,0,20,CASALMA S.L.,,1.39,1.39,1.39
SAL ESPACIAL LAVAVAJILLAS DIRNA 2KG.,DROGUERIA,0.54,0.6534,0.85,21,20,30.08876645,8428033000026,,0,20,CASALMA S.L.,,0.54,0.54,0.54
DETERGENTE COLON 12 CAPS.,DROGUERIA,1.59,1.9239,3.5,21,20,81.92213733,8410104893293,,0,20,CASALMA S.L.,,1.59,1.59,1.59
DON LIMPIO PODER ANTIGRASA LIMON 1.300ML,DROGUERIA,1.52,1.8392,2.2,21,20,19.61722488,5410076681525,,0,20,ALMACENES EUROPAMAN 2017 S.L.,,1.52,1.52,1.52
PALO METAL 140CM.,DROGUERIA,0.9,1.089,1.5,21,20,37.74104683,8410474414418,,0,20,CASALMA S.L.,,0.9,0.9,0.9
CHEETOS STICKS,SNACKS,1.02,1.122,1.25,10,20,11.40819964,8410199022479,,0,20,PEPSICO FOODS AIE,,0,0.946969697,0.95
LAYS GOURMET ORIGINAL135 GR.,SNACKS,0.99,1.089,1.5,10,20,37.74104683,8410199022714,,0,20,PEPSICO FOODS AIE,,0.99,0.99,0.99
ORANGE ATTRACTION,BEBIDAS,1.07,1.2947,1.3,21,20,0.409361242,8410408019443,,0,20,PEPSICO FOODS AIE,,0,0.8953168044,0.9
TARTA TRES COCHOLATES,OTROS,0.99,1.089,1.5,10,20,37.74104683,TARTA 3 CHOC,,0,20,,,0.99,0.99,0.99
pontutoke espaguete carbonara,OTROS,1.63,1.793,2,10,20,11.54489682,8410764004244,,0,20,,,0,1.515151515,1.52
LAYS 3D BUGLES,SNACKS,1.02,1.122,1.25,10,20,11.40819964,8410199022424,,0,20,PEPSICO FOODS AIE,,0,0.946969697,0.95
RUFFLES ORIGINAL 155G,SNACKS,1.02,1.122,1.5,10,20,33.68983957,8410199022677,,0,20,PEPSICO FOODS AIE,,1.02,1.02,1.02
PAPEL COCINA COLHOGAR 2 ROLLOS,DROGUERIA,1.15,1.3915,2,21,20,43.729788,7322541026848,,0,20,ALMACENES ESCRIBANO S.A.,,1.15,1.15,1.15
TARTA DE ALMENDRAS,BOLLERIA DULCE,0.82,0.902,1,10,20,10.86474501,0031,,0,20,EUROPASTRY SL,,0,0.7575757576,0.76
TARTA PRALIN╔,BOLLERIA DULCE,1.31,1.441,1.6,10,20,11.03400416,032,,0,20,EUROPASTRY SL,,0,1.212121212,1.21
MARBU GALLETA DORADA 900 GR.,ALIMENTACION,1.45,1.595,2,10,20,25.39184953,8436048962253,,0,20,PRINCESALISIMO S.L.,,1.45,1.45,1.45
RUFFLES JAMON 227G,SNACKS,1.8,1.98,2.2,10,20,11.11111111,8410199022752,,0,20,PEPSICO FOODS AIE,,0,1.666666667,1.67
NAHON ACEITE GIRASOL,ALIMENTACION,2.86,3.146,3.5,10,20,11.25238398,8423243108227,,0,20,DISTRIBUCIONS RIBERA DEL XUQUER S.L.,,0,2.651515152,2.65
LECHE ENTERA PASCUAL,ALIMENTACION,0.72,0.792,5.45,10,20,588.1313131,8410128010102,,0,20,PRINCESALISIMO S.L.,,0.72,0.72,0.72
GALLO PLUMAS N6 250 GR,ALIMENTACION,0.43,0.473,0.5,10,20,5.708245243,8410069001269,,0,20,PRINCESALISIMO S.L.,,0.43,0.43,0.43
MINI PEPITO CREMA 3 * 1.60,BOLLERIA DULCE,1.35,1.485,1.65,10,20,11.11111111,1110,,0,20,MOMBAAKE GTRUPO EMPRESARIAL S.A.U,,0,1.25,1.25
MINI PEPITO CREMA 1 UDS,BOLLERIA DULCE,0.49,0.539,0.6,10,20,11.31725417,01011,,0,20,MOMBAAKE GTRUPO EMPRESARIAL S.A.U,,0,0.4545454545,0.45
RUFFLES YORKESO 227GR.,SNACKS,1.8,1.98,2.2,10,20,11.11111111,8410199022769,,0,20,PEPSICO FOODS AIE,,0,1.666666667,1.67
